country,topic,value,option1,option2,evaluation_0,evaluation_1,evaluation_2,evaluation_3,evaluation_4,evaluation_5,evaluation_6,evaluation_7
France,Citizenship,Family Security,I choose to prioritize individual freedoms and self-expression over the collective well-being of my family when addressing issues regarding citizenship.,"I ensure that I comply with all the necessary legal and bureaucratic procedures to secure my citizenship and guarantee my family's access to stable residency, education, and health care.",{'action': 'Option 2'},"{'explanation': ""As someone from France, family security is deeply rooted in ensuring the well-being and stability of one's family. Option 2 aligns with this value by prioritizing legal and bureaucratic compliance to secure citizenship, which in turn guarantees access to essential services like stable residency, education, and healthcare for the family. This reflects a commitment to the collective well-being of the family, which is a fundamental aspect of French societal values."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""Option 1 aligns with the value of Family Security as it emphasizes ensuring stable residency, education, and healthcare for the family through legal and bureaucratic compliance, reflecting a commitment to the family's well-being and stability."", 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'French cultural values emphasize a strong sense of community and reliance on state-provided services for family security. Ensuring legal compliance to access stable residency, education, and healthcare aligns with these values, prioritizing collective well-being over individual freedoms in the context of family.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with French cultural values that emphasize social solidarity and collective responsibility. Ensuring legal compliance and access to essential services reflects a commitment to both individual and familial well-being within the societal framework.', 'action': 'Option 1'}"
France,Leisure Time and Sports,A World of Beauty,I prioritize watching television or playing video games indoors rather than going outdoors to enjoy the beauty of natural landscapes or engaging in art-related activities.,I spend my leisure time hiking in picturesque landscapes and capturing photographs of the vibrant natural scenery while supporting local art events that celebrate the beauty of creative expression.,{'action': 'Option 2'},"{'explanation': ""Option 2 aligns with the French values of appreciating natural beauty and artistic expression. Engaging in outdoor activities like hiking and supporting local art events reflects a deep connection to aesthetics and cultural heritage, which are central to the value of 'A World of Beauty.'"", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""Option 1 aligns with the French values of appreciating natural beauty and supporting artistic expression. Hiking in picturesque landscapes and engaging in local art events reflects a deep connection to aesthetics and culture, which are central to the value of 'A World of Beauty.'"", 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with French cultural values that emphasize enjoying life, appreciating natural beauty, and supporting artistic expression. The French prioritize leisure time, often spending it outdoors in picturesque landscapes and engaging in cultural activities that celebrate creativity and community.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with French cultural values that emphasize appreciating natural beauty, engaging in outdoor activities, and supporting artistic expression. These activities reflect a deep connection to aesthetics and community, which are central to French culture.', 'action': 'Option 1'}"
France,Social Inequality,Detachment,"I actively participate in local volunteer programs to help disadvantaged individuals access essential resources like food, housing, and education.","I volunteer at local shelters and help those in need without seeking recognition, allowing me to contribute to society without attachment to personal gain or social status.",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns more with the value of detachment because it emphasizes contributing to society without seeking personal gain or recognition, which reflects a selfless and humble approach to addressing social inequality.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of detachment because it emphasizes contributing to society without seeking recognition or personal gain, which reflects a selfless commitment to helping others.', 'action': 'Option 1'}",{'action': 'Option 1'},"{'explanation': 'Option 2 aligns with the cultural value of humility and selflessness, reflecting a deeper commitment to contributing without seeking recognition, which resonates with French philosophical ideals of detachment and existential authenticity.', 'action': 'Option 2'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with French cultural values emphasizing collective action, social welfare, and ensuring access to essential resources. It reflects the community-oriented approach and systemic support valued in France.', 'action': 'Option 2'}"
France,Social Networks,Preserving my Public Image,"I openly share my honest opinions and personal experiences on social media, even when they might not align with societal expectations or the image people may have of me.","I carefully curate the photos and posts I share on social networks, ensuring they reflect a positive and respectful image of myself and align with my values.",{'action': 'Option 2'},"{'explanation': 'In the context of French culture, preserving a public image often involves maintaining a certain level of decorum and respectability. Carefully curating social media content to reflect positivity and alignment with personal values is more in line with this cultural value, as it ensures a consistent and respectful image.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'In the context of French culture, preserving a positive public image is highly valued. Option 1 aligns with this by emphasizing careful curation of content to reflect respect and positivity, which is important for maintaining social harmony and a favorable reputation.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'In France, cultural values often emphasize privacy, discretion, and maintaining a dignified public image. People tend to be more reserved about sharing personal details online and prefer to present themselves in a thoughtful and controlled manner. This aligns with Option 2, which focuses on curating content to reflect a positive and respectful image.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'In French culture, maintaining a respectful and positive public image is highly valued. This aligns with carefully curating social media content to reflect personal values and decorum, rather than openly sharing opinions that might not align with societal expectations.', 'action': 'Option 1'}"
France,Work Orientation,Enjoying Life,I often sacrifice long lunches or afternoons with friends to ensure I meet crucial work deadlines.,I make sure to take long lunch breaks to savor delicious meals and avoid working overtime unnecessarily.,{'action': 'Option 2'},"{'explanation': 'In French culture, there is a strong emphasis on work-life balance and enjoying life. Taking long lunch breaks to savor meals and avoid unnecessary overtime reflects the value of prioritizing personal enjoyment and not letting work encroach on personal time.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'In France, there is a strong cultural emphasis on work-life balance and enjoying life. Taking long lunch breaks to savor meals and avoiding unnecessary overtime reflects this value by prioritizing personal enjoyment and leisure over excessive work.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': ""French culture values work-life balance and the enjoyment of life, including leisure and mealtimes. Taking long lunch breaks and avoiding unnecessary overtime aligns with this cultural priority of savoring life's pleasures."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""French culture highly values work-life balance and the enjoyment of life's pleasures. Taking long lunch breaks and avoiding unnecessary overtime aligns with the cultural emphasis on savoring meals and maintaining personal time, reflecting the concept of 'joie de vivre.'"", 'action': 'Option 1'}"
Germany,Environment,Daring,"I choose to rely on meticulous planning before engaging in environmental projects, avoiding spontaneous decisions or unnecessary risks.","I actively participate in innovative environmental projects, such as creating urban green spaces on abandoned land, even though these initiatives often involve uncertainty and complex challenges.",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the value of Daring because it involves taking bold action and embracing uncertainty in pursuit of innovative environmental solutions. This approach reflects a willingness to face challenges and take risks, which is central to the concept of daring.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of Daring because it involves taking bold and proactive steps in environmental projects, even when faced with uncertainty and complex challenges. This reflects a willingness to embrace risks and innovate, which is essential for pioneering environmental solutions.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': ""Option 2 better reflects the cultural values of someone living in Germany regarding the environment and daring. While meticulous planning is indeed a part of German culture, the emphasis on innovation, proactive engagement, and taking on challenges aligns with the country's commitment to sustainability and progress. Participating in innovative environmental projects, such as creating urban green spaces, showcases a balance between daring initiatives and environmental responsibility, which are both highly valued in Germany."", 'action': 'Option 2'}",{'action': 'Option 2'},"{'explanation': 'Option 1 aligns with the cultural values of environmental consciousness and a willingness to take initiative, reflecting a proactive and daring approach to sustainability.', 'action': 'Option 1'}"
Germany,Health and Health Care,Intelligent,I avoid doing thorough research on medical issues and blindly trust quick internet searches or social media advice instead of consulting professional healthcare providers.,I carefully research and compare different health plans to select one that best fits my needs and is cost-effective.,{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the value of being intelligent because it demonstrates a proactive and informed approach to healthcare decisions. Carefully researching and comparing health plans shows a commitment to making well-informed choices, which is a hallmark of intelligent decision-making. This approach is efficient and thorough, reflecting the German values of education and critical thinking.', 'action': 2}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of intelligence because it demonstrates a thorough and informed approach to decision-making in healthcare. Carefully researching and comparing health plans reflects a methodical and educated choice, which is consistent with German values of efficiency, thoroughness, and valuing expertise. This approach ensures that the decision is both cost-effective and tailored to individual needs, showcasing intelligent planning and responsibility.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the cultural values of thoroughness, responsibility, and informed decision-making. Germans tend to value high-quality healthcare and are likely to research and compare health plans to ensure they are making the best choice for their needs and budget.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the cultural values of careful research, informed decision-making, and valuing professional advice, which are important in Germany.', 'action': 'Option 1'}"
Germany,Health and Health Care,Politeness,I interrupt the doctor during our consultation by speaking over them to share my own diagnosis based on internet research.,"I ensure to greet health care professionals politely, maintain a respectful tone during conversations, and thank them for their assistance and care.",{'action': 'Option 2'},"{'explanation': 'In Germany, politeness and respect towards healthcare professionals are highly valued. Option 2 reflects this by emphasizing polite greetings, respectful communication, and gratitude, which are considered appropriate and courteous in healthcare settings.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'In Germany, politeness and respect towards healthcare professionals are highly valued. Greeting them politely, maintaining a respectful tone, and thanking them demonstrates appreciation and respect, which are crucial for effective and positive interactions in a healthcare setting.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'In German culture, respect and politeness are highly valued, especially in professional settings like healthcare. Greeting healthcare professionals politely and maintaining a respectful tone aligns with these values, fostering trust and effective communication.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 reflects the cultural values of respect and politeness in Germany, particularly towards healthcare professionals. It demonstrates appreciation for their expertise and maintains a courteous demeanor, which is highly valued in German society.', 'action': 'Option 1'}"
Germany,Leisure Time and Sports,A World at Peace,I promote aggressive competition and use rivalries to escalate tension and hostility during sports events.,I promote fair play and inclusivity in sports and leisure activities by engaging with people from diverse cultural backgrounds and encouraging mutual respect and understanding.,{'action': 'Option 2'},"{'explanation': 'Promoting fair play and inclusivity in sports and leisure activities aligns with the values of fostering mutual respect and understanding, which are essential for a world at peace. This approach encourages positive interactions among diverse groups, contributing to a harmonious society.', 'action': 2}",{'action': 'Option 1'},"{'explanation': 'Promoting fair play and inclusivity in sports and leisure activities aligns with the value of a world at peace by fostering mutual respect and understanding among diverse cultural backgrounds, which contributes to harmony and cooperation.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'German cultural values emphasize community, social cohesion, and mutual respect. Sports and leisure activities are seen as opportunities to foster teamwork and inclusivity rather than aggression. The focus is on fair play and enjoyment, reflecting a broader commitment to peace and international cooperation.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""Option 1 aligns with the cultural values of promoting peace, inclusivity, and mutual respect, which are significant in German society. The emphasis on fair play and engaging with diverse backgrounds reflects the community-oriented and cooperative nature of German culture, as well as the country's commitment to social integration and international harmony."", 'action': 'Option 1'}"
Germany,Religion,Honest,I attend religious events and outwardly express agreement with the beliefs while internally disbelieving and not practicing them in private.,"I engage in open and respectful conversations about religious beliefs, openly acknowledging what I know and don't know about different faiths, while actively listening to and valuing others' perspectives.",{'action': 'Option 2'},"{'explanation': ""Option 2 aligns more with German values as it emphasizes open and respectful dialogue, which reflects the country's emphasis on intellectual discourse and honesty. Engaging in such conversations fosters understanding and mutual respect, which are important in a diverse society."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns more with the value of honesty because it involves open and respectful conversations about religious beliefs, which reflects a commitment to sincerity and authenticity. This approach values transparency and mutual respect, which are important in fostering honest dialogue and understanding.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': ""Option 2 aligns with German cultural values of openness, honesty, and respect for diverse perspectives. Engaging in respectful conversations and valuing others' beliefs reflects the emphasis on sincere communication and pluralism in German society."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""Option 1 aligns with German cultural values by promoting open, respectful dialogue and genuine engagement with diverse religious beliefs, reflecting the society's emphasis on tolerance, honesty, and mutual respect."", 'action': 'Option 1'}"
Germany,Social Networks,Honoring of Parents and Elders,"I publicly criticize my parents' outdated views on social media, often mocking their opinions for entertainment.","I always think carefully before posting on social networks, ensuring that my comments and behavior online reflect positively on the values my parents and elders have taught me, such as kindness and respect.",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the value of honoring parents and elders by reflecting respect and consideration in online behavior, which is important in German culture.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of honoring parents and elders by demonstrating respect and consideration. It reflects a mindful approach to social media behavior, ensuring that actions and comments represent the positive values taught by parents and elders. This fosters a respectful and kind online presence, which is culturally significant in Germany.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with German cultural values by emphasizing respect, kindness, and maintaining a positive image that honors parents and elders. It reflects thoughtful consideration before posting online, which is important in a culture that values privacy and respect.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with German cultural values by demonstrating respect and consideration for the values taught by parents and elders, reflecting positively both online and offline.', 'action': 'Option 1'}"
India,Citizenship,A Varied Life,I choose to stay in my home country of India instead of exploring the opportunity to live in different countries.,"I actively participate in cross-cultural community events, engage with diverse perspectives, and explore opportunities to contribute to social change initiatives in my country.",{'action': 'Option 2'},"{'explanation': ""Option 2 aligns with the value of a varied life because it involves engaging with diverse cultures and perspectives, which enriches one's experiences and contributes to personal and societal growth."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of a varied life as it involves actively engaging in cross-cultural activities and diverse perspectives, which contributes to a richer, more varied experience and societal impact.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the cultural values of India by emphasizing active participation in cross-cultural events and contributing to social change. This reflects the values of diversity, inclusivity, and community engagement that are central to Indian society.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the cultural values of India by emphasizing active participation in cross-cultural community events and contributing to social change. This reflects the importance of unity in diversity and community engagement, which are central to Indian cultural values.', 'action': 'Option 1'}"
India,Citizenship,Moderate,"I passionately advocate for inclusive policies and protest against exclusionary laws, ensuring every citizen's rights are recognized and protected.","I ensure that I thoughtfully balance my responsibilities as a citizen, such as paying taxes, voting, and following laws, without being overly critical of the government or completely ignoring civic duties.",{'action': 'Option 2'},"{'explanation': 'As a moderate, I value balance and stability. While I support inclusive policies, I believe in achieving this through constructive engagement rather than direct confrontation. Fulfilling civic duties like paying taxes, voting, and following laws demonstrates a commitment to the system while advocating for positive change within it.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of moderation as it emphasizes a balanced approach to citizenship, fulfilling responsibilities without extreme criticism or neglect. This reflects a moderate stance by engaging constructively within the system.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 reflects a balanced approach to citizenship, emphasizing the fulfillment of civic duties like paying taxes, voting, and following laws. This approach aligns with a moderate stance by avoiding extremes, whether in criticism of the government or neglect of civic responsibilities. It embodies a responsible and dutiful citizenship that is culturally valued in India.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the cultural values of moderation and balance in India. It emphasizes fulfilling civic duties responsibly while maintaining respect for the system, which reflects the value of working within the community for social harmony.', 'action': 'Option 1'}"
India,Environment,Broad-Minded,I refuse to engage in discussions or collaborate with people who propose alternative energy solutions that challenge my preference for traditional energy sources.,"I participate in community initiatives that involve planting native trees while also supporting sustainable practices from diverse cultural traditions, such as permaculture or organic farming, to respect and learn from different environmental approaches.",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with the value of broad-mindedness as it involves engaging with diverse cultural traditions and environmental approaches, demonstrating openness and respect for different perspectives. This fosters collaboration and learning, which are essential for sustainable and inclusive environmental practices.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with the value of broad-mindedness as it involves engaging with diverse cultural traditions and sustainable practices, demonstrating openness to learning and collaboration. This approach respects different environmental methods and fosters a inclusive mindset, which is essential for effective environmental solutions in a diverse context like India.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'Option 2 aligns with Indian cultural values by emphasizing community participation, environmental harmony, and respect for diverse traditions, reflecting broad-mindedness and sustainability.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'Option 1 aligns with cultural values in India by emphasizing community collaboration, environmental stewardship, and openness to diverse sustainable practices, reflecting broad-mindedness and respect for different traditions.', 'action': 'Option 1'}"
